Komuna,Viti Akademik,Niveli Akademik,Mosha,Gjinia,Numri i nxenesve
Gllogovc,2016,Mesem i larte,15-18,Femer,1471
Gllogovc,2016,Institucionet publike parauniversitare,18-19,Mashkull,6782
Gllogovc,2016,Institucionet publike parauniversitare,18-19,Femer,6279
Gllogovc,2017,Para-fillor,5-6,Mashkull,527
Gllogovc,2017,Para-fillor,5-6,Femer,492
Gllogovc,2017,Fillor mesem i ulet,6-15,Mashkull,4575
Gllogovc,2017,Fillor mesem i ulet,6-15,Femer,4250
Gllogovc,2017,Mesem i larte,15-18,Mashkull,1618
Gllogovc,2017,Mesem i larte,15-18,Femer,1490
Gllogovc,2017,Institucionet publike parauniversitare,18-19,Mashkull,6780
Gllogovc,2017,Institucionet publike parauniversitare,18-19,Femer,6286
Gllogovc,2018,Para-fillor,5-6,Mashkull,441
Gllogovc,2018,Para-fillor,5-6,Femer,427
Gllogovc,2018,Fillor mesem i ulet,6-15,Mashkull,4453
Gllogovc,2018,Fillor mesem i ulet,6-15,Femer,4121
Gllogovc,2018,Mesem i larte,15-18,Mashkull,1471
Gllogovc,2018,Mesem i larte,15-18,Femer,1413
Gllogovc,2018,Institucionet publike parauniversitare,18-19,Mashkull,6425
Gllogovc,2018,Institucionet publike parauniversitare,18-19,Femer,6017
Gllogovc,2019,Para-fillor,5-6,Mashkull,459
Gllogovc,2019,Para-fillor,5-6,Femer,443
Gllogovc,2019,Fillor mesem i ulet,6-15,Mashkull,4341
Gllogovc,2019,Fillor mesem i ulet,6-15,Femer,4036
Gllogovc,2019,Mesem i larte,15-18,Mashkull,1342
Gllogovc,2019,Mesem i larte,15-18,Femer,1259
Gllogovc,2019,Institucionet publike parauniversitare,18-19,Mashkull,6191
Gllogovc,2019,Institucionet publike parauniversitare,18-19,Femer,5798
Gllogovc,2020,Para-fillor,5-6,Mashkull,450
Gllogovc,2020,Para-fillor,5-6,Femer,405
Gllogovc,2020,Fillor mesem i ulet,6-15,Mashkull,4265
Gllogovc,2020,Fillor mesem i ulet,6-15,Femer,3967
Gllogovc,2020,Mesem i larte,15-18,Mashkull,1272
Gllogovc,2020,Mesem i larte,15-18,Femer,1215
Gllogovc,2020,Institucionet publike parauniversitare,18-19,Mashkull,6044
Gllogovc,2020,Institucionet publike parauniversitare,18-19,Femer,5646
Gllogovc,2021,Para-fillor,5-6,Mashkull,377
Gllogovc,2021,Para-fillor,5-6,Femer,397
Gllogovc,2021,Fillor mesem i ulet,6-15,Mashkull,4146
Gllogovc,2021,Fillor mesem i ulet,6-15,Femer,3820
Gllogovc,2021,Mesem i larte,15-18,Mashkull,1211
Gllogovc,2021,Mesem i larte,15-18,Femer,1180
Gllogovc,2021,Institucionet publike parauniversitare,18-19,Mashkull,5789
Gllogovc,2021,Institucionet publike parauniversitare,18-19,Femer,5453
Gllogovc,2022,Para-fillor,5-6,Mashkull,409
Gllogovc,2022,Para-fillor,5-6,Femer,408
Gllogovc,2022,Fillor mesem i ulet,6-15,Mashkull,4005
Gllogovc,2022,Fillor mesem i ulet,6-15,Femer,3735
Gllogovc,2022,Mesem i larte,15-18,Mashkull,1119
Gllogovc,2022,Mesem i larte,15-18,Femer,1112
Gllogovc,2022,Institucionet publike parauniversitare,18-19,Mashkull,5584
Gllogovc,2022,Institucionet publike parauniversitare,18-19,Femer,5315
Gllogovc,2023,Para-fillor,5-6,Mashkull,371
Gllogovc,2023,Para-fillor,5-6,Femer,339
Gllogovc,2023,Fillor mesem i ulet,6-15,Mashkull,3844
Gllogovc,2023,Fillor mesem i ulet,6-15,Femer,3677
Gllogovc,2023,Mesem i larte,15-18,Mashkull,1152
Gllogovc,2023,Mesem i larte,15-18,Femer,1123
Gllogovc,2023,Institucionet publike parauniversitare,18-19,Mashkull,5432
Gllogovc,2023,Institucionet publike parauniversitare,18-19,Femer,5211
Hani i Elezit,2015,Para-fillor,5-6,Mashkull,766
Hani i Elezit,2015,Para-fillor,5-6,Femer,766
Hani i Elezit,2015,Fillor mesem i ulet,6-15,Mashkull,766
Hani i Elezit,2015,Fillor mesem i ulet,6-15,Femer,693
Hani i Elezit,2015,Mesem i larte,15-18,Mashkull,179
Hani i Elezit,2015,Mesem i larte,15-18,Femer,191
Hani i Elezit,2015,Institucionet publike parauniversitare,18-19,Mashkull,1011
Hani i Elezit,2015,Institucionet publike parauniversitare,18-19,Femer,940
Hani i Elezit,2016,Para-fillor,5-6,Mashkull,940
Hani i Elezit,2016,Para-fillor,5-6,Femer,940
Hani i Elezit,2016,Fillor mesem i ulet,6-15,Mashkull,751
Hani i Elezit,2016,Fillor mesem i ulet,6-15,Femer,662
Hani i Elezit,2016,Mesem i larte,15-18,Mashkull,157
Hani i Elezit,2016,Mesem i larte,15-18,Femer,186
Hani i Elezit,2016,Institucionet publike parauniversitare,18-19,Mashkull,988
Hani i Elezit,2016,Institucionet publike parauniversitare,18-19,Femer,910
Hani i Elezit,2017,Para-fillor,5-6,Mashkull,910
Hani i Elezit,2017,Para-fillor,5-6,Femer,910
Hani i Elezit,2017,Fillor mesem i ulet,6-15,Mashkull,751
Hani i Elezit,2017,Fillor mesem i ulet,6-15,Femer,662
Hani i Elezit,2017,Mesem i larte,15-18,Mashkull,159
Hani i Elezit,2017,Mesem i larte,15-18,Femer,176
Hani i Elezit,2017,Institucionet publike parauniversitare,18-19,Mashkull,977
Hani i Elezit,2017,Institucionet publike parauniversitare,18-19,Femer,906
Hani i Elezit,2018,Para-fillor,5-6,Mashkull,906
Hani i Elezit,2018,Para-fillor,5-6,Femer,906
Hani i Elezit,2018,Fillor mesem i ulet,6-15,Mashkull,719
Hani i Elezit,2018,Fillor mesem i ulet,6-15,Femer,670
Hani i Elezit,2018,Mesem i larte,15-18,Mashkull,156
Hani i Elezit,2018,Mesem i larte,15-18,Femer,146
Hani i Elezit,2018,Institucionet publike parauniversitare,18-19,Mashkull,945
Hani i Elezit,2018,Institucionet publike parauniversitare,18-19,Femer,875
Hani i Elezit,2019,Para-fillor,5-6,Mashkull,875
Hani i Elezit,2019,Para-fillor,5-6,Femer,875
Hani i Elezit,2019,Fillor mesem i ulet,6-15,Mashkull,711
Hani i Elezit,2019,Fillor mesem i ulet,6-15,Femer,648
Hani i Elezit,2019,Mesem i larte,15-18,Mashkull,152
Hani i Elezit,2019,Mesem i larte,15-18,Femer,155
Hani i Elezit,2019,Institucionet publike parauniversitare,18-19,Mashkull,946
Hani i Elezit,2019,Institucionet publike parauniversitare,18-19,Femer,878
Hani i Elezit,2020,Para-fillor,5-6,Mashkull,74
Hani i Elezit,2020,Para-fillor,5-6,Femer,64
Hani i Elezit,2020,Fillor mesem i ulet,6-15,Mashkull,723
Hani i Elezit,2020,Fillor mesem i ulet,6-15,Femer,644
Hani i Elezit,2020,Mesem i larte,15-18,Mashkull,135
Hani i Elezit,2020,Mesem i larte,15-18,Femer,168
Hani i Elezit,2020,Institucionet publike parauniversitare,18-19,Mashkull,932
Hani i Elezit,2020,Institucionet publike parauniversitare,18-19,Femer,876
Hani i Elezit,2021,Para-fillor,5-6,Mashkull,60
Hani i Elezit,2021,Para-fillor,5-6,Femer,57
Hani i Elezit,2021,Fillor mesem i ulet,6-15,Mashkull,704
Hani i Elezit,2021,Fillor mesem i ulet,6-15,Femer,620
Hani i Elezit,2021,Mesem i larte,15-18,Mashkull,141
Hani i Elezit,2021,Mesem i larte,15-18,Femer,165
Hani i Elezit,2021,Institucionet publike parauniversitare,18-19,Mashkull,934
Hani i Elezit,2021,Institucionet publike parauniversitare,18-19,Femer,855
Hani i Elezit,2022,Para-fillor,5-6,Mashkull,57
Hani i Elezit,2022,Para-fillor,5-6,Femer,54
Hani i Elezit,2022,Fillor mesem i ulet,6-15,Mashkull,673
Hani i Elezit,2022,Fillor mesem i ulet,6-15,Femer,607
Hani i Elezit,2022,Mesem i larte,15-18,Mashkull,122
Hani i Elezit,2022,Mesem i larte,15-18,Femer,143
Hani i Elezit,2022,Institucionet publike parauniversitare,18-19,Mashkull,887
Hani i Elezit,2022,Institucionet publike parauniversitare,18-19,Femer,823
Hani i Elezit,2023,Para-fillor,5-6,Mashkull,64
Hani i Elezit,2023,Para-fillor,5-6,Femer,55
Hani i Elezit,2023,Fillor mesem i ulet,6-15,Mashkull,637
Hani i Elezit,2023,Fillor mesem i ulet,6-15,Femer,580
Hani i Elezit,2023,Mesem i larte,15-18,Mashkull,124
Hani i Elezit,2023,Mesem i larte,15-18,Femer,135
Hani i Elezit,2023,Institucionet publike parauniversitare,18-19,Mashkull,858
Hani i Elezit,2023,Institucionet publike parauniversitare,18-19,Femer,790
Istog,2015,Para-fillor,5-6,Mashkull,287
Istog,2015,Para-fillor,5-6,Femer,266
Istog,2015,Fillor mesem i ulet,6-15,Mashkull,3004
Istog,2015,Fillor mesem i ulet,6-15,Femer,2722
Istog,2015,Mesem i larte,15-18,Mashkull,996
Istog,2015,Mesem i larte,15-18,Femer,799
Istog,2015,Institucionet publike parauniversitare,18-19,Mashkull,4386
Istog,2015,Institucionet publike parauniversitare,18-19,Femer,3886
Istog,2016,Para-fillor,5-6,Mashkull,280
Istog,2016,Para-fillor,5-6,Femer,264
Istog,2016,Fillor mesem i ulet,6-15,Mashkull,2920
Istog,2016,Fillor mesem i ulet,6-15,Femer,2677
Istog,2016,Mesem i larte,15-18,Mashkull,909
Istog,2016,Mesem i larte,15-18,Femer,761
Istog,2016,Institucionet publike parauniversitare,18-19,Mashkull,4210
Istog,2016,Institucionet publike parauniversitare,18-19,Femer,3782
Istog,2017,Para-fillor,5-6,Mashkull,270
Istog,2017,Para-fillor,5-6,Femer,266
Istog,2017,Fillor mesem i ulet,6-15,Mashkull,2838
Istog,2017,Fillor mesem i ulet,6-15,Femer,2584
Istog,2017,Mesem i larte,15-18,Mashkull,850
Istog,2017,Mesem i larte,15-18,Femer,731
Istog,2017,Institucionet publike parauniversitare,18-19,Mashkull,4068
Istog,2017,Institucionet publike parauniversitare,18-19,Femer,3655
Istog,2018,Para-fillor,5-6,Mashkull,245
Istog,2018,Para-fillor,5-6,Femer,231
Istog,2018,Fillor mesem i ulet,6-15,Mashkull,2701
Istog,2018,Fillor mesem i ulet,6-15,Femer,251
Istog,2018,Mesem i larte,15-18,Mashkull,854
Istog,2018,Mesem i larte,15-18,Femer,703
Istog,2018,Institucionet publike parauniversitare,18-19,Mashkull,3922
Istog,2018,Institucionet publike parauniversitare,18-19,Femer,3549
Istog,2019,Para-fillor,5-6,Mashkull,210
Istog,2019,Para-fillor,5-6,Femer,232
Istog,2019,Fillor mesem i ulet,6-15,Mashkull,2585
Istog,2019,Fillor mesem i ulet,6-15,Femer,2419
Istog,2019,Mesem i larte,15-18,Mashkull,763
Istog,2019,Mesem i larte,15-18,Femer,709
Istog,2019,Institucionet publike parauniversitare,18-19,Mashkull,3675
Istog,2019,Institucionet publike parauniversitare,18-19,Femer,3475
Istog,2020,Para-fillor,5-6,Mashkull,219
Istog,2020,Para-fillor,5-6,Femer,238
Istog,2020,Fillor mesem i ulet,6-15,Mashkull,2491
Istog,2020,Fillor mesem i ulet,6-15,Femer,2326
Istog,2020,Mesem i larte,15-18,Mashkull,761
Istog,2020,Mesem i larte,15-18,Femer,674
Istog,2020,Institucionet publike parauniversitare,18-19,Mashkull,3566
Istog,2020,Institucionet publike parauniversitare,18-19,Femer,3327
Istog,2021,Para-fillor,5-6,Mashkull,232
Istog,2021,Para-fillor,5-6,Femer,215
Istog,2021,Fillor mesem i ulet,6-15,Mashkull,2379
Istog,2021,Fillor mesem i ulet,6-15,Femer,2265
Istog,2021,Mesem i larte,15-18,Mashkull,717
Istog,2021,Mesem i larte,15-18,Femer,620
Istog,2021,Institucionet publike parauniversitare,18-19,Mashkull,3397
Istog,2021,Institucionet publike parauniversitare,18-19,Femer,3186
Istog,2022,Para-fillor,5-6,Mashkull,219
Istog,2022,Para-fillor,5-6,Femer,215
Istog,2022,Fillor mesem i ulet,6-15,Mashkull,2294
Istog,2022,Fillor mesem i ulet,6-15,Femer,2212
Istog,2022,Mesem i larte,15-18,Mashkull,703
Istog,2022,Mesem i larte,15-18,Femer,566
Istog,2022,Institucionet publike parauniversitare,18-19,Mashkull,3309
Istog,2022,Institucionet publike parauniversitare,18-19,Femer,3101
Istog,2023,Para-fillor,5-6,Mashkull,205
Istog,2023,Para-fillor,5-6,Femer,195
Istog,2023,Fillor mesem i ulet,6-15,Mashkull,2171
Istog,2023,Fillor mesem i ulet,6-15,Femer,2115
Istog,2023,Mesem i larte,15-18,Mashkull,676
Istog,2023,Mesem i larte,15-18,Femer,565
Istog,2023,Institucionet publike parauniversitare,18-19,Mashkull,3156
Istog,2023,Institucionet publike parauniversitare,18-19,Femer,2985
Junik,2015,Para-fillor,5-6,Mashkull,32
Junik,2015,Para-fillor,5-6,Femer,23
Junik,2015,Fillor mesem i ulet,6-15,Mashkull,304
Junik,2015,Fillor mesem i ulet,6-15,Femer,292
Junik,2015,Mesem i larte,15-18,Mashkull,122
Junik,2015,Mesem i larte,15-18,Femer,90
Junik,2015,Institucionet publike parauniversitare,18-19,Mashkull,458
Junik,2015,Institucionet publike parauniversitare,18-19,Femer,405
Junik,2016,Para-fillor,5-6,Mashkull,24
Junik,2016,Para-fillor,5-6,Femer,31
Junik,2016,Fillor mesem i ulet,6-15,Mashkull,295
Junik,2016,Fillor mesem i ulet,6-15,Femer,264
Junik,2016,Mesem i larte,15-18,Mashkull,127
Junik,2016,Mesem i larte,15-18,Femer,93
Junik,2016,Institucionet publike parauniversitare,18-19,Mashkull,446
Junik,2016,Institucionet publike parauniversitare,18-19,Femer,388
Junik,2017,Para-fillor,5-6,Mashkull,64
Junik,2017,Para-fillor,5-6,Femer,55
Junik,2017,Fillor mesem i ulet,6-15,Mashkull,283
Junik,2017,Fillor mesem i ulet,6-15,Femer,267
Junik,2017,Mesem i larte,15-18,Mashkull,105
Junik,2017,Mesem i larte,15-18,Femer,90
Junik,2017,Institucionet publike parauniversitare,18-19,Mashkull,452
Junik,2017,Institucionet publike parauniversitare,18-19,Femer,412
Junik,2018,Para-fillor,5-6,Mashkull,29
Junik,2018,Para-fillor,5-6,Femer,31
Junik,2018,Fillor mesem i ulet,6-15,Mashkull,289
Junik,2018,Fillor mesem i ulet,6-15,Femer,262
Junik,2018,Mesem i larte,15-18,Mashkull,97
Junik,2018,Mesem i larte,15-18,Femer,91
Junik,2018,Institucionet publike parauniversitare,18-19,Mashkull,439
Junik,2018,Institucionet publike parauniversitare,18-19,Femer,402
Junik,2019,Para-fillor,5-6,Mashkull,40
Junik,2019,Para-fillor,5-6,Femer,28
Junik,2019,Fillor mesem i ulet,6-15,Mashkull,270
Junik,2019,Fillor mesem i ulet,6-15,Femer,242
Junik,2019,Mesem i larte,15-18,Mashkull,97
Junik,2019,Mesem i larte,15-18,Femer,87
Junik,2019,Institucionet publike parauniversitare,18-19,Mashkull,426
Junik,2019,Institucionet publike parauniversitare,18-19,Femer,369
Junik,2020,Para-fillor,5-6,Mashkull,31
Junik,2020,Para-fillor,5-6,Femer,17
Junik,2020,Fillor mesem i ulet,6-15,Mashkull,273
Junik,2020,Fillor mesem i ulet,6-15,Femer,232
Junik,2020,Mesem i larte,15-18,Mashkull,89
Junik,2020,Mesem i larte,15-18,Femer,101
Junik,2020,Institucionet publike parauniversitare,18-19,Mashkull,402
Junik,2020,Institucionet publike parauniversitare,18-19,Femer,372
Junik,2021,Para-fillor,5-6,Mashkull,0
Junik,2021,Para-fillor,5-6,Femer,0
Junik,2021,Fillor mesem i ulet,6-15,Mashkull,271
Junik,2021,Fillor mesem i ulet,6-15,Femer,201
Junik,2021,Mesem i larte,15-18,Mashkull,88
Junik,2021,Mesem i larte,15-18,Femer,90
Junik,2021,Institucionet publike parauniversitare,18-19,Mashkull,359
Junik,2021,Institucionet publike parauniversitare,18-19,Femer,291
Junik,2022,Para-fillor,5-6,Mashkull,24
Junik,2022,Para-fillor,5-6,Femer,20
Junik,2022,Fillor mesem i ulet,6-15,Mashkull,238
Junik,2022,Fillor mesem i ulet,6-15,Femer,201
Junik,2022,Mesem i larte,15-18,Mashkull,86
Junik,2022,Mesem i larte,15-18,Femer,82
Junik,2022,Institucionet publike parauniversitare,18-19,Mashkull,354
Junik,2022,Institucionet publike parauniversitare,18-19,Femer,313
Junik,2023,Para-fillor,5-6,Mashkull,16
Junik,2023,Para-fillor,5-6,Femer,10
Junik,2023,Fillor mesem i ulet,6-15,Mashkull,236
Junik,2023,Fillor mesem i ulet,6-15,Femer,203
Junik,2023,Mesem i larte,15-18,Mashkull,111
Junik,2023,Mesem i larte,15-18,Femer,123
Junik,2023,Institucionet publike parauniversitare,18-19,Mashkull,374
Junik,2023,Institucionet publike parauniversitare,18-19,Femer,351
Kamenice,2015,Para-fillor,5-6,Mashkull,138
Kamenice,2015,Para-fillor,5-6,Femer,146
Kamenice,2015,Fillor mesem i ulet,6-15,Mashkull,1939
Kamenice,2015,Fillor mesem i ulet,6-15,Femer,1881
Kamenice,2015,Mesem i larte,15-18,Mashkull,809
Kamenice,2015,Mesem i larte,15-18,Femer,662
Kamenice,2015,Institucionet publike parauniversitare,18-19,Mashkull,2917
Kamenice,2015,Institucionet publike parauniversitare,18-19,Femer,2726
Kamenice,2016,Para-fillor,5-6,Mashkull,140
Kamenice,2016,Para-fillor,5-6,Femer,137
Kamenice,2016,Fillor mesem i ulet,6-15,Mashkull,1814
Kamenice,2016,Fillor mesem i ulet,6-15,Femer,1744
Kamenice,2016,Mesem i larte,15-18,Mashkull,766
Kamenice,2016,Mesem i larte,15-18,Femer,685
Kamenice,2016,Institucionet publike parauniversitare,18-19,Mashkull,2750
Kamenice,2016,Institucionet publike parauniversitare,18-19,Femer,2588
Kamenice,2017,Para-fillor,5-6,Mashkull,164
Kamenice,2017,Para-fillor,5-6,Femer,167
Kamenice,2017,Fillor mesem i ulet,6-15,Mashkull,1707
Kamenice,2017,Fillor mesem i ulet,6-15,Femer,1644
Kamenice,2017,Mesem i larte,15-18,Mashkull,750
Kamenice,2017,Mesem i larte,15-18,Femer,669
Kamenice,2017,Institucionet publike parauniversitare,18-19,Mashkull,2664
Kamenice,2017,Institucionet publike parauniversitare,18-19,Femer,2518
Kamenice,2018,Para-fillor,5-6,Mashkull,170
Kamenice,2018,Para-fillor,5-6,Femer,146
Kamenice,2018,Fillor mesem i ulet,6-15,Mashkull,1591
Kamenice,2018,Fillor mesem i ulet,6-15,Femer,1546
Kamenice,2018,Mesem i larte,15-18,Mashkull,665
Kamenice,2018,Mesem i larte,15-18,Femer,594
Kamenice,2018,Institucionet publike parauniversitare,18-19,Mashkull,2468
Kamenice,2018,Institucionet publike parauniversitare,18-19,Femer,2312
Kamenice,2019,Para-fillor,5-6,Mashkull,149
Kamenice,2019,Para-fillor,5-6,Femer,146
Kamenice,2019,Fillor mesem i ulet,6-15,Mashkull,1490
Kamenice,2019,Fillor mesem i ulet,6-15,Femer,1447
Kamenice,2019,Mesem i larte,15-18,Mashkull,593
Kamenice,2019,Mesem i larte,15-18,Femer,480
Kamenice,2019,Institucionet publike parauniversitare,18-19,Mashkull,2290
Kamenice,2019,Institucionet publike parauniversitare,18-19,Femer,2123
Kamenice,2020,Para-fillor,5-6,Mashkull,137
Kamenice,2020,Para-fillor,5-6,Femer,132
Kamenice,2020,Fillor mesem i ulet,6-15,Mashkull,1354
Kamenice,2020,Fillor mesem i ulet,6-15,Femer,1333
Kamenice,2020,Mesem i larte,15-18,Mashkull,536
Kamenice,2020,Mesem i larte,15-18,Femer,399
Kamenice,2020,Institucionet publike parauniversitare,18-19,Mashkull,2060
Kamenice,2020,Institucionet publike parauniversitare,18-19,Femer,1903
Kamenice,2021,Para-fillor,5-6,Mashkull,153
Kamenice,2021,Para-fillor,5-6,Femer,144
Kamenice,2021,Fillor mesem i ulet,6-15,Mashkull,1274
Kamenice,2021,Fillor mesem i ulet,6-15,Femer,1279
Kamenice,2021,Mesem i larte,15-18,Mashkull,441
Kamenice,2021,Mesem i larte,15-18,Femer,332
Kamenice,2021,Institucionet publike parauniversitare,18-19,Mashkull,1934
Kamenice,2021,Institucionet publike parauniversitare,18-19,Femer,1809
Kamenice,2022,Para-fillor,5-6,Mashkull,137
Kamenice,2022,Para-fillor,5-6,Femer,126
Kamenice,2022,Fillor mesem i ulet,6-15,Mashkull,1259
Kamenice,2022,Fillor mesem i ulet,6-15,Femer,1199
Kamenice,2022,Mesem i larte,15-18,Mashkull,391
Kamenice,2022,Mesem i larte,15-18,Femer,323
Kamenice,2022,Institucionet publike parauniversitare,18-19,Mashkull,1855
Kamenice,2022,Institucionet publike parauniversitare,18-19,Femer,1706
Kamenice,2023,Para-fillor,5-6,Mashkull,146
Kamenice,2023,Para-fillor,5-6,Femer,114
Kamenice,2023,Fillor mesem i ulet,6-15,Mashkull,1149
Kamenice,2023,Fillor mesem i ulet,6-15,Femer,1102
Kamenice,2023,Mesem i larte,15-18,Mashkull,387
Kamenice,2023,Mesem i larte,15-18,Femer,325
Kamenice,2023,Institucionet publike parauniversitare,18-19,Mashkull,1740
Kamenice,2023,Institucionet publike parauniversitare,18-19,Femer,1589
Kaqanik,2015,Para-fillor,5-6,Mashkull,235
Kaqanik,2015,Para-fillor,5-6,Femer,216
Kaqanik,2015,Fillor mesem i ulet,6-15,Mashkull,2456
Kaqanik,2015,Fillor mesem i ulet,6-15,Femer,2390
Kaqanik,2015,Mesem i larte,15-18,Mashkull,761
Kaqanik,2015,Mesem i larte,15-18,Femer,658
Kaqanik,2015,Institucionet publike parauniversitare,18-19,Mashkull,3470
Kaqanik,2015,Institucionet publike parauniversitare,18-19,Femer,3283
Kaqanik,2016,Para-fillor,5-6,Mashkull,224
Kaqanik,2016,Para-fillor,5-6,Femer,228
Kaqanik,2016,Fillor mesem i ulet,6-15,Mashkull,2436
Kaqanik,2016,Fillor mesem i ulet,6-15,Femer,2287
Kaqanik,2016,Mesem i larte,15-18,Mashkull,801
Kaqanik,2016,Mesem i larte,15-18,Femer,725
Kaqanik,2016,Institucionet publike parauniversitare,18-19,Mashkull,3505
Kaqanik,2016,Institucionet publike parauniversitare,18-19,Femer,3284
Kaqanik,2017,Para-fillor,5-6,Mashkull,258
Kaqanik,2017,Para-fillor,5-6,Femer,228
Kaqanik,2017,Fillor mesem i ulet,6-15,Mashkull,2388
Kaqanik,2017,Fillor mesem i ulet,6-15,Femer,2249
Kaqanik,2017,Mesem i larte,15-18,Mashkull,765
Kaqanik,2017,Mesem i larte,15-18,Femer,759
Kaqanik,2017,Institucionet publike parauniversitare,18-19,Mashkull,3448
Kaqanik,2017,Institucionet publike parauniversitare,18-19,Femer,3265
Kaqanik,2018,Para-fillor,5-6,Mashkull,274
Kaqanik,2018,Para-fillor,5-6,Femer,212
Kaqanik,2018,Fillor mesem i ulet,6-15,Mashkull,2334
Kaqanik,2018,Fillor mesem i ulet,6-15,Femer,2198
Kaqanik,2018,Mesem i larte,15-18,Mashkull,754
Kaqanik,2018,Mesem i larte,15-18,Femer,691
Kaqanik,2018,Institucionet publike parauniversitare,18-19,Mashkull,3389
Kaqanik,2018,Institucionet publike parauniversitare,18-19,Femer,3123
Kaqanik,2019,Para-fillor,5-6,Mashkull,239
Kaqanik,2019,Para-fillor,5-6,Femer,233
Kaqanik,2019,Fillor mesem i ulet,6-15,Mashkull,2283
Kaqanik,2019,Fillor mesem i ulet,6-15,Femer,2134
Kaqanik,2019,Mesem i larte,15-18,Mashkull,674
Kaqanik,2019,Mesem i larte,15-18,Femer,587
Kaqanik,2019,Institucionet publike parauniversitare,18-19,Mashkull,3225
Kaqanik,2019,Institucionet publike parauniversitare,18-19,Femer,2982
Kaqanik,2020,Para-fillor,5-6,Mashkull,231
Kaqanik,2020,Para-fillor,5-6,Femer,199
Kaqanik,2020,Fillor mesem i ulet,6-15,Mashkull,2255
Kaqanik,2020,Fillor mesem i ulet,6-15,Femer,2111
Kaqanik,2020,Mesem i larte,15-18,Mashkull,657
Kaqanik,2020,Mesem i larte,15-18,Femer,506
Kaqanik,2020,Institucionet publike parauniversitare,18-19,Mashkull,3167
Kaqanik,2020,Institucionet publike parauniversitare,18-19,Femer,2835
Kaqanik,2021,Para-fillor,5-6,Mashkull,257
Kaqanik,2021,Para-fillor,5-6,Femer,231
Kaqanik,2021,Fillor mesem i ulet,6-15,Mashkull,2211
Kaqanik,2021,Fillor mesem i ulet,6-15,Femer,1973
Kaqanik,2021,Mesem i larte,15-18,Mashkull,545
Kaqanik,2021,Mesem i larte,15-18,Femer,466
Kaqanik,2021,Institucionet publike parauniversitare,18-19,Mashkull,3045
Kaqanik,2021,Institucionet publike parauniversitare,18-19,Femer,2693
Kaqanik,2022,Para-fillor,5-6,Mashkull,225
Kaqanik,2022,Para-fillor,5-6,Femer,223
Kaqanik,2022,Fillor mesem i ulet,6-15,Mashkull,2185
Kaqanik,2022,Fillor mesem i ulet,6-15,Femer,1994
Kaqanik,2022,Mesem i larte,15-18,Mashkull,537
Kaqanik,2022,Mesem i larte,15-18,Femer,442
Kaqanik,2022,Institucionet publike parauniversitare,18-19,Mashkull,2988
Kaqanik,2022,Institucionet publike parauniversitare,18-19,Femer,2690
Kaqanik,2023,Para-fillor,5-6,Mashkull,218
Kaqanik,2023,Para-fillor,5-6,Femer,174
Kaqanik,2023,Fillor mesem i ulet,6-15,Mashkull,2116
Kaqanik,2023,Fillor mesem i ulet,6-15,Femer,1911
Kaqanik,2023,Mesem i larte,15-18,Mashkull,523
Kaqanik,2023,Mesem i larte,15-18,Femer,446
Kaqanik,2023,Institucionet publike parauniversitare,18-19,Mashkull,2903
Kaqanik,2023,Institucionet publike parauniversitare,18-19,Femer,2581
Kline,2015,Para-fillor,5-6,Mashkull,210
Kline,2015,Para-fillor,5-6,Femer,219
Kline,2015,Fillor mesem i ulet,6-15,Mashkull,3297
Kline,2015,Fillor mesem i ulet,6-15,Femer,3206
Kline,2015,Mesem i larte,15-18,Mashkull,897
Kline,2015,Mesem i larte,15-18,Femer,856
Kline,2015,Institucionet publike parauniversitare,18-19,Mashkull,4427
Kline,2015,Institucionet publike parauniversitare,18-19,Femer,4300
Kline,2016,Para-fillor,5-6,Mashkull,293
Kline,2016,Para-fillor,5-6,Femer,281
Kline,2016,Fillor mesem i ulet,6-15,Mashkull,3095
Kline,2016,Fillor mesem i ulet,6-15,Femer,3023
Kline,2016,Mesem i larte,15-18,Mashkull,925
Kline,2016,Mesem i larte,15-18,Femer,889
Kline,2016,Institucionet publike parauniversitare,18-19,Mashkull,4374
Kline,2016,Institucionet publike parauniversitare,18-19,Femer,4247
Kline,2017,Para-fillor,5-6,Mashkull,231
Kline,2017,Para-fillor,5-6,Femer,259
Kline,2017,Fillor mesem i ulet,6-15,Mashkull,3047
Kline,2017,Fillor mesem i ulet,6-15,Femer,2968
Kline,2017,Mesem i larte,15-18,Mashkull,942
Kline,2017,Mesem i larte,15-18,Femer,923
Kline,2017,Institucionet publike parauniversitare,18-19,Mashkull,4282
Kline,2017,Institucionet publike parauniversitare,18-19,Femer,4201
Kline,2018,Para-fillor,5-6,Mashkull,253
Kline,2018,Para-fillor,5-6,Femer,234
Kline,2018,Fillor mesem i ulet,6-15,Mashkull,2907
Kline,2018,Fillor mesem i ulet,6-15,Femer,2885
Kline,2018,Mesem i larte,15-18,Mashkull,866
Kline,2018,Mesem i larte,15-18,Femer,849
Kline,2018,Institucionet publike parauniversitare,18-19,Mashkull,4091
Kline,2018,Institucionet publike parauniversitare,18-19,Femer,4018
Kline,2019,Para-fillor,5-6,Mashkull,297
Kline,2019,Para-fillor,5-6,Femer,267
Kline,2019,Fillor mesem i ulet,6-15,Mashkull,2771
Kline,2019,Fillor mesem i ulet,6-15,Femer,2730
Kline,2019,Mesem i larte,15-18,Mashkull,773
