Komuna,Viti Akademik,Niveli Akademik,Mosha,Gjinia,Numri i nxenesve,Komuna_encoded,Niveli Akademik_encoded,Mosha_encoded,Gjinia_encoded,TSNE-1,TSNE-2,Cluster
Hani i Elezit,2021,Para-fillor,5-6,Femer,57,7,3,2,0,52.180298,43.12754,1
Hani i Elezit,2021,Fillor mesem i ulet,6-15,Mashkull,704,7,0,3,1,-65.792946,-14.346147,2
Hani i Elezit,2021,Fillor mesem i ulet,6-15,Femer,620,7,0,3,0,-42.38531,42.288704,3
Hani i Elezit,2021,Mesem i larte,15-18,Mashkull,141,7,2,0,1,23.197481,-59.82517,4
Hani i Elezit,2021,Mesem i larte,15-18,Femer,165,7,2,0,0,11.290795,46.686825,5
Hani i Elezit,2021,Institucionet publike parauniversitare,18-19,Mashkull,934,7,1,1,1,-20.133125,-49.153625,6
Hani i Elezit,2021,Institucionet publike parauniversitare,18-19,Femer,855,7,1,1,0,0.91456807,1.2855928,7
Hani i Elezit,2022,Para-fillor,5-6,Mashkull,57,7,3,2,1,52.95144,-0.3586476,0
Hani i Elezit,2022,Para-fillor,5-6,Femer,54,7,3,2,0,51.849457,45.43999,1
Hani i Elezit,2022,Fillor mesem i ulet,6-15,Mashkull,673,7,0,3,1,-67.236946,-14.347883,2
Hani i Elezit,2022,Fillor mesem i ulet,6-15,Femer,607,7,0,3,0,-43.832245,42.50499,3
Hani i Elezit,2022,Mesem i larte,15-18,Mashkull,122,7,2,0,1,22.786695,-61.934517,4
Hani i Elezit,2022,Mesem i larte,15-18,Femer,143,7,2,0,0,11.363903,48.837837,5
Hani i Elezit,2022,Institucionet publike parauniversitare,18-19,Mashkull,887,7,1,1,1,-20.538977,-50.388077,6
Hani i Elezit,2022,Institucionet publike parauniversitare,18-19,Femer,823,7,1,1,0,-0.39725354,1.3457099,7
Hani i Elezit,2023,Para-fillor,5-6,Mashkull,64,7,3,2,1,51.67399,0.29999948,0
Hani i Elezit,2023,Para-fillor,5-6,Femer,55,7,3,2,0,51.794933,46.87754,1
Hani i Elezit,2023,Fillor mesem i ulet,6-15,Mashkull,637,7,0,3,1,-68.35548,-14.330451,2
Hani i Elezit,2023,Fillor mesem i ulet,6-15,Femer,580,7,0,3,0,-44.978733,42.59973,3
Hani i Elezit,2023,Mesem i larte,15-18,Mashkull,124,7,2,0,1,22.682327,-63.21507,4
Hani i Elezit,2023,Mesem i larte,15-18,Femer,135,7,2,0,0,11.575204,50.108173,5
Hani i Elezit,2023,Institucionet publike parauniversitare,18-19,Mashkull,858,7,1,1,1,-20.83497,-51.194126,6
Hani i Elezit,2023,Institucionet publike parauniversitare,18-19,Femer,790,7,1,1,0,-1.2909952,1.4387403,7
Istog,2015,Para-fillor,5-6,Mashkull,287,8,3,2,1,67.89125,-7.6669374,0
Istog,2015,Para-fillor,5-6,Femer,266,8,3,2,0,52.57568,28.754978,1
Istog,2015,Fillor mesem i ulet,6-15,Mashkull,3004,8,0,3,1,-56.249496,-16.508827,2
Istog,2015,Fillor mesem i ulet,6-15,Femer,2722,8,0,3,0,-32.117126,42.758358,3
Istog,2015,Mesem i larte,15-18,Mashkull,996,8,2,0,1,25.20744,-46.8695,4
Istog,2015,Mesem i larte,15-18,Femer,799,8,2,0,0,9.811368,33.543873,5
Istog,2015,Institucionet publike parauniversitare,18-19,Mashkull,4386,8,1,1,1,-21.016033,-40.25689,6
Istog,2015,Institucionet publike parauniversitare,18-19,Femer,3886,8,1,1,0,8.808891,-2.2113173,7
Istog,2016,Para-fillor,5-6,Mashkull,280,8,3,2,1,66.578354,-7.172102,0
Istog,2016,Para-fillor,5-6,Femer,264,8,3,2,0,52.370605,30.153944,1
Istog,2016,Fillor mesem i ulet,6-15,Mashkull,2920,8,0,3,1,-57.138237,-16.490196,2
Istog,2016,Fillor mesem i ulet,6-15,Femer,2677,8,0,3,0,-33.021927,42.884502,3
Istog,2016,Mesem i larte,15-18,Mashkull,909,8,2,0,1,24.858492,-48.086754,4
Istog,2016,Mesem i larte,15-18,Femer,761,8,2,0,0,9.871867,34.81935,5
Istog,2016,Institucionet publike parauniversitare,18-19,Mashkull,4210,8,1,1,1,-21.114521,-41.008812,6
Istog,2016,Institucionet publike parauniversitare,18-19,Femer,3782,8,1,1,0,8.008496,-2.1258903,7
Istog,2017,Para-fillor,5-6,Mashkull,270,8,3,2,1,64.47522,-6.1024623,0
Istog,2017,Para-fillor,5-6,Femer,266,8,3,2,0,52.33186,32.525623,1
Istog,2017,Fillor mesem i ulet,6-15,Mashkull,2838,8,0,3,1,-58.605923,-16.438942,2
Istog,2017,Fillor mesem i ulet,6-15,Femer,2584,8,0,3,0,-34.34287,42.953953,3
Istog,2017,Mesem i larte,15-18,Mashkull,850,8,2,0,1,24.497429,-50.147266,4
Istog,2017,Mesem i larte,15-18,Femer,731,8,2,0,0,10.131484,36.94856,5
Istog,2017,Institucionet publike parauniversitare,18-19,Mashkull,4068,8,1,1,1,-21.330912,-42.16197,6
Istog,2017,Institucionet publike parauniversitare,18-19,Femer,3655,8,1,1,0,6.8144975,-1.9927545,7
Istog,2018,Para-fillor,5-6,Mashkull,245,8,3,2,1,62.14478,-4.8957257,0
Istog,2018,Para-fillor,5-6,Femer,231,8,3,2,0,52.241413,35.17033,1
Istog,2018,Fillor mesem i ulet,6-15,Mashkull,2701,8,0,3,1,-60.365498,-16.308361,2
Istog,2018,Fillor mesem i ulet,6-15,Femer,251,8,0,3,0,-36.94287,41.248585,3
Istog,2018,Mesem i larte,15-18,Mashkull,854,8,2,0,1,24.321333,-52.565514,4
Istog,2018,Mesem i larte,15-18,Femer,703,8,2,0,0,10.543239,39.32376,5
Istog,2018,Institucionet publike parauniversitare,18-19,Mashkull,3922,8,1,1,1,-21.63412,-43.547977,6
Istog,2018,Institucionet publike parauniversitare,18-19,Femer,3549,8,1,1,0,5.387767,-1.813817,7
Istog,2019,Para-fillor,5-6,Mashkull,210,8,3,2,1,59.744183,-3.761383,0
Istog,2019,Para-fillor,5-6,Femer,232,8,3,2,0,52.116505,37.82393,1
Istog,2019,Fillor mesem i ulet,6-15,Mashkull,2585,8,0,3,1,-62.156506,-16.173998,2
Istog,2019,Fillor mesem i ulet,6-15,Femer,2419,8,0,3,0,-38.616047,43.389545,3
Istog,2019,Mesem i larte,15-18,Mashkull,763,8,2,0,1,23.957834,-54.94629,4
Istog,2019,Mesem i larte,15-18,Femer,709,8,2,0,0,10.88077,41.721928,5
Istog,2019,Institucionet publike parauniversitare,18-19,Mashkull,3675,8,1,1,1,-21.949167,-45.12955,6
Istog,2019,Institucionet publike parauniversitare,18-19,Femer,3475,8,1,1,0,3.8612845,-1.61103,7
Istog,2020,Para-fillor,5-6,Mashkull,219,8,3,2,1,57.307716,-2.6693113,0
Istog,2020,Para-fillor,5-6,Femer,238,8,3,2,0,51.91928,40.482952,1
Istog,2020,Fillor mesem i ulet,6-15,Mashkull,2491,8,0,3,1,-63.953533,-16.092909,2
Istog,2020,Fillor mesem i ulet,6-15,Femer,2326,8,0,3,0,-40.29176,43.613945,3
Istog,2020,Mesem i larte,15-18,Mashkull,761,8,2,0,1,23.520416,-57.369427,4
Istog,2020,Mesem i larte,15-18,Femer,674,8,2,0,0,10.995778,44.22089,5
Istog,2020,Institucionet publike parauniversitare,18-19,Mashkull,3566,8,1,1,1,-22.305693,-46.64217,6
Istog,2020,Institucionet publike parauniversitare,18-19,Femer,3327,8,1,1,0,2.2769704,-1.3189049,7
Istog,2021,Para-fillor,5-6,Mashkull,232,8,3,2,1,54.858025,-1.6853232,0
Istog,2021,Para-fillor,5-6,Femer,215,8,3,2,0,51.607998,43.1235,1
Istog,2021,Fillor mesem i ulet,6-15,Mashkull,2379,8,0,3,1,-65.72478,-16.033985,2
Istog,2021,Fillor mesem i ulet,6-15,Femer,2265,8,0,3,0,-42.08341,43.861904,3
Istog,2021,Mesem i larte,15-18,Mashkull,717,8,2,0,1,22.97592,-59.754997,4
Istog,2021,Mesem i larte,15-18,Femer,620,8,2,0,0,11.010705,46.695316,5
Istog,2021,Institucionet publike parauniversitare,18-19,Mashkull,3397,8,1,1,1,-22.597824,-48.149223,6
Istog,2021,Institucionet publike parauniversitare,18-19,Femer,3186,8,1,1,0,0.60105354,-1.0387286,7
Istog,2022,Para-fillor,5-6,Mashkull,219,8,3,2,1,52.647476,-0.80419904,0
Istog,2022,Para-fillor,5-6,Femer,215,8,3,2,0,51.311172,45.49731,1
Istog,2022,Fillor mesem i ulet,6-15,Mashkull,2294,8,0,3,1,-67.23441,-15.959471,2
Istog,2022,Fillor mesem i ulet,6-15,Femer,2212,8,0,3,0,-43.680923,44.02056,3
Istog,2022,Mesem i larte,15-18,Mashkull,703,8,2,0,1,22.56456,-61.872894,4
Istog,2022,Mesem i larte,15-18,Femer,566,8,2,0,0,11.063826,48.866367,5
Istog,2022,Institucionet publike parauniversitare,18-19,Mashkull,3309,8,1,1,1,-22.856094,-49.43976,6
Istog,2022,Institucionet publike parauniversitare,18-19,Femer,3101,8,1,1,0,-0.7890649,-0.87410396,7
Istog,2023,Para-fillor,5-6,Mashkull,205,8,3,2,1,51.379642,-0.13440888,0
Istog,2023,Para-fillor,5-6,Femer,195,8,3,2,0,51.26861,46.913017,1
Istog,2023,Fillor mesem i ulet,6-15,Mashkull,2171,8,0,3,1,-68.26349,-15.742275,2
Istog,2023,Fillor mesem i ulet,6-15,Femer,2115,8,0,3,0,-44.77735,43.930546,3
Istog,2023,Mesem i larte,15-18,Mashkull,676,8,2,0,1,22.356188,-63.18076,4
Istog,2023,Mesem i larte,15-18,Femer,565,8,2,0,0,11.215046,50.16505,5
Istog,2023,Institucionet publike parauniversitare,18-19,Mashkull,3156,8,1,1,1,-22.900017,-50.35758,6
Istog,2023,Institucionet publike parauniversitare,18-19,Femer,2985,8,1,1,0,-1.6473331,-0.6114083,7
Junik,2015,Para-fillor,5-6,Mashkull,32,9,3,2,1,67.71066,-8.300664,0
Junik,2015,Para-fillor,5-6,Femer,23,9,3,2,0,51.954525,28.618874,1
Junik,2015,Fillor mesem i ulet,6-15,Mashkull,304,9,0,3,1,-56.76153,-13.591859,2
Junik,2015,Fillor mesem i ulet,6-15,Femer,292,9,0,3,0,-32.73846,40.137627,3
Junik,2015,Mesem i larte,15-18,Mashkull,122,9,2,0,1,24.488728,-46.609295,4
Junik,2015,Mesem i larte,15-18,Femer,90,9,2,0,0,9.150577,33.492977,5
Junik,2015,Institucionet publike parauniversitare,18-19,Mashkull,458,9,1,1,1,-16.537708,-42.12791,6
Junik,2015,Institucionet publike parauniversitare,18-19,Femer,405,9,1,1,0,8.878764,2.344792,7
Junik,2016,Para-fillor,5-6,Mashkull,24,9,3,2,1,66.38917,-7.825052,0
Junik,2016,Para-fillor,5-6,Femer,31,9,3,2,0,51.735676,30.006577,1
Junik,2016,Fillor mesem i ulet,6-15,Mashkull,295,9,0,3,1,-57.611866,-13.653568,2
Junik,2016,Fillor mesem i ulet,6-15,Femer,264,9,0,3,0,-33.641365,40.32,3
Junik,2016,Mesem i larte,15-18,Mashkull,127,9,2,0,1,24.229801,-47.91362,4
Junik,2016,Mesem i larte,15-18,Femer,93,9,2,0,0,9.263861,34.810207,5
Junik,2016,Institucionet publike parauniversitare,18-19,Mashkull,446,9,1,1,1,-16.829748,-42.774647,6
Junik,2016,Institucionet publike parauniversitare,18-19,Femer,388,9,1,1,0,8.182637,2.2762604,7
Junik,2017,Para-fillor,5-6,Mashkull,64,9,3,2,1,64.228645,-6.7571783,0
Junik,2017,Para-fillor,5-6,Femer,55,9,3,2,0,51.62282,32.42643,1
Junik,2017,Fillor mesem i ulet,6-15,Mashkull,283,9,0,3,1,-58.97467,-13.6976185,2
Junik,2017,Fillor mesem i ulet,6-15,Femer,267,9,0,3,0,-35.24155,40.661404,3
Junik,2017,Mesem i larte,15-18,Mashkull,105,9,2,0,1,23.90354,-50.045372,4
Junik,2017,Mesem i larte,15-18,Femer,90,9,2,0,0,9.560344,37.00544,5
Junik,2017,Institucionet publike parauniversitare,18-19,Mashkull,452,9,1,1,1,-17.33234,-43.86245,6
Junik,2017,Institucionet publike parauniversitare,18-19,Femer,412,9,1,1,0,7.0402627,2.1619153,7
Junik,2018,Para-fillor,5-6,Mashkull,29,9,3,2,1,61.85407,-5.5558805,0
Junik,2018,Para-fillor,5-6,Femer,31,9,3,2,0,51.53855,35.10448,1
Junik,2018,Fillor mesem i ulet,6-15,Mashkull,289,9,0,3,1,-60.660763,-13.704151,2
Junik,2018,Fillor mesem i ulet,6-15,Femer,262,9,0,3,0,-36.927048,41.030087,3
Junik,2018,Mesem i larte,15-18,Mashkull,97,9,2,0,1,23.65849,-52.520313,4
Junik,2018,Mesem i larte,15-18,Femer,91,9,2,0,0,9.972642,39.42586,5
Junik,2018,Institucionet publike parauniversitare,18-19,Mashkull,439,9,1,1,1,-17.848661,-45.123497,6
Junik,2018,Institucionet publike parauniversitare,18-19,Femer,402,9,1,1,0,5.5831456,2.0876472,7
Junik,2019,Para-fillor,5-6,Mashkull,40,9,3,2,1,59.443428,-4.395122,0
Junik,2019,Para-fillor,5-6,Femer,28,9,3,2,0,51.41084,37.78154,1
Junik,2019,Fillor mesem i ulet,6-15,Mashkull,270,9,0,3,1,-62.38932,-13.704301,2
Junik,2019,Fillor mesem i ulet,6-15,Femer,242,9,0,3,0,-38.53756,41.25317,3
Junik,2019,Mesem i larte,15-18,Mashkull,97,9,2,0,1,23.309256,-54.856686,4
Junik,2019,Mesem i larte,15-18,Femer,87,9,2,0,0,10.23394,41.812782,5
Junik,2019,Institucionet publike parauniversitare,18-19,Mashkull,426,9,1,1,1,-18.406986,-46.450466,6
Junik,2019,Institucionet publike parauniversitare,18-19,Femer,369,9,1,1,0,4.020676,2.011868,7
Junik,2020,Para-fillor,5-6,Mashkull,31,9,3,2,1,57.02008,-3.2557368,0
Junik,2020,Para-fillor,5-6,Femer,17,9,3,2,0,51.25867,40.456482,1
Junik,2020,Fillor mesem i ulet,6-15,Mashkull,273,9,0,3,1,-64.1557,-13.766831,2
Junik,2020,Fillor mesem i ulet,6-15,Femer,232,9,0,3,0,-40.71362,41.510933,3
Junik,2020,Mesem i larte,15-18,Mashkull,89,9,2,0,1,22.839573,-57.293736,4
Junik,2020,Mesem i larte,15-18,Femer,101,9,2,0,0,10.33263,44.3072,5
Junik,2020,Institucionet publike parauniversitare,18-19,Mashkull,402,9,1,1,1,-18.98864,-47.959503,6
Junik,2020,Institucionet publike parauniversitare,18-19,Femer,372,9,1,1,0,2.4503717,1.9170759,7
Junik,2021,Para-fillor,5-6,Mashkull,0,9,3,2,1,54.54837,-2.2559993,0
Junik,2021,Para-fillor,5-6,Femer,0,9,3,2,0,50.95464,43.125538,1
Junik,2021,Fillor mesem i ulet,6-15,Mashkull,271,9,0,3,1,-65.84502,-13.832905,2
Junik,2021,Fillor mesem i ulet,6-15,Femer,201,9,0,3,0,-42.490536,41.821117,3
Junik,2021,Mesem i larte,15-18,Mashkull,88,9,2,0,1,22.289875,-59.704437,4
Junik,2021,Mesem i larte,15-18,Femer,90,9,2,0,0,10.360244,46.79516,5
Junik,2021,Institucionet publike parauniversitare,18-19,Mashkull,359,9,1,1,1,-19.532,-49.39197,6
Junik,2021,Institucionet publike parauniversitare,18-19,Femer,291,9,1,1,0,0.91827255,1.931435,7
Junik,2022,Para-fillor,5-6,Mashkull,24,9,3,2,1,52.310654,-1.3144081,0
Junik,2022,Para-fillor,5-6,Femer,20,9,3,2,0,50.701595,45.537926,1
Junik,2022,Fillor mesem i ulet,6-15,Mashkull,238,9,0,3,1,-67.29175,-13.825698,2
Junik,2022,Fillor mesem i ulet,6-15,Femer,201,9,0,3,0,-43.990704,42.02751,3
Junik,2022,Mesem i larte,15-18,Mashkull,86,9,2,0,1,21.862513,-61.851837,4
Junik,2022,Mesem i larte,15-18,Femer,82,9,2,0,0,10.430635,48.98581,5
Junik,2022,Institucionet publike parauniversitare,18-19,Mashkull,354,9,1,1,1,-19.953365,-50.596375,6
Junik,2022,Institucionet publike parauniversitare,18-19,Femer,313,9,1,1,0,-0.40350288,1.933048,7
Junik,2023,Para-fillor,5-6,Mashkull,16,9,3,2,1,51.057243,-0.635428,0
Junik,2023,Para-fillor,5-6,Femer,10,9,3,2,0,50.67912,46.961742,1
Junik,2023,Fillor mesem i ulet,6-15,Mashkull,236,9,0,3,1,-68.283264,-13.81105,2
Junik,2023,Fillor mesem i ulet,6-15,Femer,203,9,0,3,0,-45.023056,42.12523,3
Junik,2023,Mesem i larte,15-18,Mashkull,111,9,2,0,1,21.677128,-63.157055,4
Junik,2023,Mesem i larte,15-18,Femer,123,9,2,0,0,10.566369,50.305534,5
Junik,2023,Institucionet publike parauniversitare,18-19,Mashkull,374,9,1,1,1,-20.255964,-51.342392,6
Junik,2023,Institucionet publike parauniversitare,18-19,Femer,351,9,1,1,0,-1.2666028,1.9453759,7
Kamenice,2015,Para-fillor,5-6,Mashkull,138,10,3,2,1,67.52093,-8.857099,0
Kamenice,2015,Para-fillor,5-6,Femer,146,10,3,2,0,51.38307,28.516119,1
Kamenice,2015,Fillor mesem i ulet,6-15,Mashkull,1939,10,0,3,1,-56.308617,-15.080078,2
Kamenice,2015,Fillor mesem i ulet,6-15,Femer,1881,10,0,3,0,-32.252216,41.499214,3
Kamenice,2015,Mesem i larte,15-18,Mashkull,809,10,2,0,1,24.062754,-46.5209,4
Kamenice,2015,Mesem i larte,15-18,Femer,662,10,2,0,0,8.679772,33.530453,5
Kamenice,2015,Institucionet publike parauniversitare,18-19,Mashkull,2917,10,1,1,1,-19.72979,-40.615513,6
Kamenice,2015,Institucionet publike parauniversitare,18-19,Femer,2726,10,1,1,0,8.950248,-1.0091908,7
Kamenice,2016,Para-fillor,5-6,Mashkull,140,10,3,2,1,66.21009,-8.359715,0
Kamenice,2016,Para-fillor,5-6,Femer,137,10,3,2,0,51.178036,29.911495,1
Kamenice,2016,Fillor mesem i ulet,6-15,Mashkull,1814,10,0,3,1,-57.26596,-15.138969,2
Kamenice,2016,Fillor mesem i ulet,6-15,Femer,1744,10,0,3,0,-33.24602,41.648552,3
Kamenice,2016,Mesem i larte,15-18,Mashkull,766,10,2,0,1,23.785248,-47.8123,4
Kamenice,2016,Mesem i larte,15-18,Femer,685,10,2,0,0,8.778998,34.84929,5
Kamenice,2016,Institucionet publike parauniversitare,18-19,Mashkull,2750,10,1,1,1,-19.780916,-41.436916,6
Kamenice,2016,Institucionet publike parauniversitare,18-19,Femer,2588,10,1,1,0,8.135383,-0.79780096,7
Kamenice,2017,Para-fillor,5-6,Mashkull,164,10,3,2,1,64.0295,-7.306278,0
Kamenice,2017,Para-fillor,5-6,Femer,167,10,3,2,0,51.033855,32.33267,1
Kamenice,2017,Fillor mesem i ulet,6-15,Mashkull,1707,10,0,3,1,-58.753944,-15.084275,2
Kamenice,2017,Fillor mesem i ulet,6-15,Femer,1644,10,0,3,0,-34.7118,41.821533,3
Kamenice,2017,Mesem i larte,15-18,Mashkull,750,10,2,0,1,23.450539,-49.914658,4
Kamenice,2017,Mesem i larte,15-18,Femer,669,10,2,0,0,9.065603,36.98433,5
Kamenice,2017,Institucionet publike parauniversitare,18-19,Mashkull,2664,10,1,1,1,-20.070236,-42.634563,6
Kamenice,2017,Institucionet publike parauniversitare,18-19,Femer,2518,10,1,1,0,6.890555,-0.70766956,7
Kamenice,2018,Para-fillor,5-6,Mashkull,170,10,3,2,1,61.61901,-6.1085677,0
Kamenice,2018,Para-fillor,5-6,Femer,146,10,3,2,0,50.940258,35.035202,1
Kamenice,2018,Fillor mesem i ulet,6-15,Mashkull,1591,10,0,3,1,-60.506287,-14.962363,2
Kamenice,2018,Fillor mesem i ulet,6-15,Femer,1546,10,0,3,0,-36.582203,42.02806,3
Kamenice,2018,Mesem i larte,15-18,Mashkull,665,10,2,0,1,23.171616,-52.36619,4
Kamenice,2018,Mesem i larte,15-18,Femer,594,10,2,0,0,9.459276,39.413837,5
Kamenice,2018,Institucionet publike parauniversitare,18-19,Mashkull,2468,10,1,1,1,-20.387068,-44.152287,6
Kamenice,2018,Institucionet publike parauniversitare,18-19,Femer,2312,10,1,1,0,5.412408,-0.42818955,7
Kamenice,2019,Para-fillor,5-6,Mashkull,149,10,3,2,1,59.200596,-4.9470296,0
Kamenice,2019,Para-fillor,5-6,Femer,146,10,3,2,0,50.80523,37.72865,1
Kamenice,2019,Fillor mesem i ulet,6-15,Mashkull,1490,10,0,3,1,-62.27862,-14.854235,2
Kamenice,2019,Fillor mesem i ulet,6-15,Femer,1447,10,0,3,0,-38.713684,42.228355,3
Kamenice,2019,Mesem i larte,15-18,Mashkull,593,10,2,0,1,22.8082,-54.74933,4
Kamenice,2019,Mesem i larte,15-18,Femer,480,10,2,0,0,9.737381,41.849346,5
Kamenice,2019,Institucionet publike parauniversitare,18-19,Mashkull,2290,10,1,1,1,-20.65352,-45.72049,6
Kamenice,2019,Institucionet publike parauniversitare,18-19,Femer,2123,10,1,1,0,3.8691645,-0.09535769,7
Kamenice,2020,Para-fillor,5-6,Mashkull,137,10,3,2,1,56.758503,-3.8249345,0
Kamenice,2020,Para-fillor,5-6,Femer,132,10,3,2,0,50.624187,40.41495,1
Kamenice,2020,Fillor mesem i ulet,6-15,Mashkull,1354,10,0,3,1,-64.06469,-14.739017,2
Kamenice,2020,Fillor mesem i ulet,6-15,Femer,1333,10,0,3,0,-40.55852,42.42354,3
Kamenice,2020,Mesem i larte,15-18,Mashkull,536,10,2,0,1,22.35284,-57.17764,4
Kamenice,2020,Mesem i larte,15-18,Femer,399,10,2,0,0,9.840593,44.32739,5
Kamenice,2020,Institucionet publike parauniversitare,18-19,Mashkull,2060,10,1,1,1,-20.789211,-47.32537,6
Kamenice,2020,Institucionet publike parauniversitare,18-19,Femer,1903,10,1,1,0,2.2928276,0.26657894,7
Kamenice,2021,Para-fillor,5-6,Mashkull,153,10,3,2,1,54.240616,-2.813858,0
Kamenice,2021,Para-fillor,5-6,Femer,144,10,3,2,0,50.330376,43.124603,1
Kamenice,2021,Fillor mesem i ulet,6-15,Mashkull,1274,10,0,3,1,-65.802574,-14.708634,2
Kamenice,2021,Fillor mesem i ulet,6-15,Femer,1279,10,0,3,0,-42.338978,42.688892,3
Kamenice,2021,Mesem i larte,15-18,Mashkull,441,10,2,0,1,21.807192,-59.613926,4
Kamenice,2021,Mesem i larte,15-18,Femer,332,10,2,0,0,9.880065,46.841164,5
Kamenice,2021,Institucionet publike parauniversitare,18-19,Mashkull,1934,10,1,1,1,-21.060595,-48.80597,6
Kamenice,2021,Institucionet publike parauniversitare,18-19,Femer,1809,10,1,1,0,0.70527107,0.42630947,7
Kamenice,2022,Para-fillor,5-6,Mashkull,137,10,3,2,1,51.988197,-1.8298774,0
Kamenice,2022,Para-fillor,5-6,Femer,126,10,3,2,0,50.095802,45.56844,1
Kamenice,2022,Fillor mesem i ulet,6-15,Mashkull,1259,10,0,3,1,-67.29101,-14.684736,2
Kamenice,2022,Fillor mesem i ulet,6-15,Femer,1199,10,0,3,0,-43.91646,42.79161,3
Kamenice,2022,Mesem i larte,15-18,Mashkull,391,10,2,0,1,21.36337,-61.785126,4
Kamenice,2022,Mesem i larte,15-18,Femer,323,10,2,0,0,9.93913,49.047325,5
Kamenice,2022,Institucionet publike parauniversitare,18-19,Mashkull,1855,10,1,1,1,-21.333248,-50.097073,6
Kamenice,2022,Institucionet publike parauniversitare,18-19,Femer,1706,10,1,1,0,-0.6171232,0.65722096,7
Kamenice,2023,Para-fillor,5-6,Mashkull,146,10,3,2,1,50.751354,-1.1325852,0
Kamenice,2023,Para-fillor,5-6,Femer,114,10,3,2,0,50.074642,46.978752,1
Kamenice,2023,Fillor mesem i ulet,6-15,Mashkull,1149,10,0,3,1,-68.32764,-14.493064,2
Kamenice,2023,Fillor mesem i ulet,6-15,Femer,1102,10,0,3,0,-45.019306,42.7043,3
Kamenice,2023,Mesem i larte,15-18,Mashkull,387,10,2,0,1,21.166498,-63.118015,4
Kamenice,2023,Mesem i larte,15-18,Femer,325,10,2,0,0,10.061614,50.379242,5
Kamenice,2023,Institucionet publike parauniversitare,18-19,Mashkull,1740,10,1,1,1,-21.475893,-50.95054,6
Kamenice,2023,Institucionet publike parauniversitare,18-19,Femer,1589,10,1,1,0,-1.501047,0.95005625,7
Kaqanik,2015,Para-fillor,5-6,Mashkull,235,11,3,2,1,67.31952,-9.427118,0
Kaqanik,2015,Para-fillor,5-6,Femer,216,11,3,2,0,50.775658,28.41252,1
Kaqanik,2015,Fillor mesem i ulet,6-15,Mashkull,2456,11,0,3,1,-56.144573,-15.495257,2
Kaqanik,2015,Fillor mesem i ulet,6-15,Femer,2390,11,0,3,0,-32.120888,41.861343,3
Kaqanik,2015,Mesem i larte,15-18,Mashkull,761,11,2,0,1,23.552658,-46.390797,4
Kaqanik,2015,Mesem i larte,15-18,Femer,658,11,2,0,0,8.13709,33.54602,5
Kaqanik,2015,Institucionet publike parauniversitare,18-19,Mashkull,3470,11,1,1,1,-20.052149,-40.477554,6
Kaqanik,2015,Institucionet publike parauniversitare,18-19,Femer,3283,11,1,1,0,8.920742,-1.3492236,7
Kaqanik,2016,Para-fillor,5-6,Mashkull,224,11,3,2,1,66.010994,-8.92585,0
Kaqanik,2016,Para-fillor,5-6,Femer,228,11,3,2,0,50.590782,29.810326,1
Kaqanik,2016,Fillor mesem i ulet,6-15,Mashkull,2436,11,0,3,1,-57.10019,-15.623623,2
Kaqanik,2016,Fillor mesem i ulet,6-15,Femer,2287,11,0,3,0,-33.100487,42.037674,3
Kaqanik,2016,Mesem i larte,15-18,Mashkull,801,11,2,0,1,23.29852,-47.6854,4
Kaqanik,2016,Mesem i larte,15-18,Femer,725,11,2,0,0,8.256321,34.863743,5
Kaqanik,2016,Institucionet publike parauniversitare,18-19,Mashkull,3505,11,1,1,1,-20.250544,-41.259377,6
Kaqanik,2016,Institucionet publike parauniversitare,18-19,Femer,3284,11,1,1,0,8.07729,-1.2726183,7
Kaqanik,2017,Para-fillor,5-6,Mashkull,258,11,3,2,1,63.80185,-7.879102,0
Kaqanik,2017,Para-fillor,5-6,Femer,228,11,3,2,0,50.434208,32.245075,1
Kaqanik,2017,Fillor mesem i ulet,6-15,Mashkull,2388,11,0,3,1,-58.59472,-15.6288395,2
Kaqanik,2017,Fillor mesem i ulet,6-15,Femer,2249,11,0,3,0,-34.506897,42.225487,3
Kaqanik,2017,Mesem i larte,15-18,Mashkull,765,11,2,0,1,22.95688,-49.81935,4
Kaqanik,2017,Mesem i larte,15-18,Femer,759,11,2,0,0,8.550131,37.004646,5
Kaqanik,2017,Institucionet publike parauniversitare,18-19,Mashkull,3448,11,1,1,1,-20.52245,-42.41453,6
Kaqanik,2017,Institucionet publike parauniversitare,18-19,Femer,3265,11,1,1,0,6.861373,-1.2083012,7
Kaqanik,2018,Para-fillor,5-6,Mashkull,274,11,3,2,1,61.372555,-6.677656,0
Kaqanik,2018,Para-fillor,5-6,Femer,212,11,3,2,0,50.328197,34.975216,1
Kaqanik,2018,Fillor mesem i ulet,6-15,Mashkull,2334,11,0,3,1,-60.366154,-15.580396,2
Kaqanik,2018,Fillor mesem i ulet,6-15,Femer,2198,11,0,3,0,-36.283123,42.434856,3
Kaqanik,2018,Mesem i larte,15-18,Mashkull,754,11,2,0,1,22.65035,-52.264378,4
Kaqanik,2018,Mesem i larte,15-18,Femer,691,11,2,0,0,8.916232,39.45237,5
Kaqanik,2018,Institucionet publike parauniversitare,18-19,Mashkull,3389,11,1,1,1,-20.923326,-43.82927,6
Kaqanik,2018,Institucionet publike parauniversitare,18-19,Femer,3123,11,1,1,0,5.408297,-1.0402803,7
